id;ADR_SECTEUR;ANNEEDEPLANTATION;ANNEEREALISATIONDIAGNOSTIC;ANNEETRAVAUXPRECONISESDIAG;CODE;CODE_PARENT;CODE_PARENT_DESC;DIAMETREARBREAUNMETRE;ESPECE;FREQUENTATIONCIBLE;GENRE_BOTA;IDENTIFIANTPLU;INTITULEPROTECTIONPLU;NOTEDIAGNOSTIC;PRIORITEDERENOUVELLEMENT;RAISONDEPLANTATION;REMARQUES;SOUS_CATEGORIE;SOUS_CATEGORIE_DESC;STADEDEDEVELOPPEMENT;STADEDEVELOPPEMENTDIAG;TRAITEMENTCHENILLES;TRAVAUXPRECONISESDIAG;TROTTOIR;TYPEIMPLANTATIONPLU;VARIETE;VIGUEUR
5361;5;2004;2015;2016;ESP20588;ESP257;Av Berthelot  crêche Malherbe;30 à 40 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;dépérissement en cime;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
5362;1;2004;2015;2016;ESP27627;ESP946;Ec prim n 55 R Ampère;40 à 50 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5363;1;2005;2014;2019;ESP5910;ESP12;Cité F Gauthier pel de l'arche;20 à 30 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5364;5;2004;2015;N/A;ESP29746;ESP147;Prc Echangeurs amphi Sud;10 à 20 cm;betulus;passages fréquents ou arrêts;Carpinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre jeune;N/A;N/A;non;N/A;N/A;vigoureux
5365;2;2004;2014;2014;ESP23124;ESP1324;Cité Vignes Huchon à Halage;40 à 50 cm;cordata;passages fréquents et arrêts fréquents;Alnus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Façade;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
5366;6;2004;2015;2020;ESP5187;ESP1396;Pass du Verderet derr école;10 à 20 cm;campestris;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
5367;6;2004;2015;2016;ESP16722;ESP1264;R Gervasoti n 06 à 34;20 à 30 cm;betulus;passages fréquents et arrêts fréquents;Carpinus;N/A;N/A;Arbre d'avenir incertain;de 1 à 5 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Taille de bois mort;oui;N/A;N/A;vieillissement dépérissement
5368;5;2004;2015;2018;ESP9179;ESP53;Prc Echangeurs talus berges;30 à 40 cm;N/A;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigueur intermédiaire
5369;5;2004;2013;2018;ESP30764;ESP541;Pl L Jouvet n 08 à 20;20 à 30 cm;calleryana;passages fréquents ou arrêts;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;Chanticleer;vigoureux
5370;6;2004;2015;N/A;ESP26104;ESP98;R Stalingrad Vigny à Ma Oisans;10 à 20 cm;triacanthos;passages fréquents et arrêts fréquents;Gleditsia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;N/A;non;N/A;Inermis;vigoureux
5371;3;2004;2013;2016;ESP19199;ESP597;Crs Libération France Ronsard;10 à 20 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5372;4;2004;2015;2018;ESP22363;ESP683;R P Mérimée la Bifurk;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
5373;1;2004;2015;2015;ESP9265;ESP105;Ec prim Vallier R Greffier;50 à 60 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;Italica;vigoureux
5374;6;2004;2015;2018;ESP27358;ESP917;R Pupin du tunnel à Esmonin;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Controle;oui;N/A;N/A;vigueur intermédiaire
5375;2;2004;2015;2017;ESP9304;ESP955;Cimetière du Petit Sablon;30 à 40 cm;lawsoniana;passages fréquents et arrêts fréquents;Chamaecyparis;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Cépée avec plusieurs pieds;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5376;6;2004;2013;2017;ESP30429;ESP764;Prc La Bruyère mail central;40 à 50 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Lampadaire.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5377;3;2004;2014;N/A;ESP7612;ESP1331;Le Rondeau coté impair;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5378;2;2004;2014;2015;ESP28852;ESP974;Pc 3 H St Ferjus terr pétanque;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Incliné.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Aménagement pieds d'arbres;non;N/A;N/A;vigueur intermédiaire
5379;5;2004;2014;N/A;ESP6512;ESP628;Pl de la Commune de 1871;10 à 20 cm;americana;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5380;6;2004;2013;2014;ESP8517;ESP1111;Av Reynoard sép Musset à URSAF;20 à 30 cm;triacanthos;passages fréquents et arrêts fréquents;Gleditsia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5381;5;2004;2015;N/A;ESP20696;ESP995;Prc Echangeurs Bastion St Roch;20 à 30 cm;excelsior;passages fréquents ou arrêts;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5382;3;2004;2013;2015;ESP9094;ESP1220;Ave Beaumarchais;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5383;5;2004;2015;2016;ESP24221;ESP1068;R J Bart impair;40 à 50 cm;rubra;passages fréquents et arrêts fréquents;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Erreur espèce;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;Columnaris;vigoureux
5384;2;2004;2014;N/A;ESP13665;ESP588;Pc 3 H St Ferjus t Belledonne;20 à 30 cm;plicata;passages fréquents et arrêts fréquents;Thuja;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
5385;4;2004;2014;2015;ESP9401;ESP29;Ec prim Clémenceau 05 R Lachat;70 à 80 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5386;1;2004;2014;2014;ESP31236;ESP31186;R Ernest Hareux zone compost;50 à 60 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Doute sur la tenue racinaire (planté sur du remblais);ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;Italica;vigueur intermédiaire
5387;6;2004;2014;2014;ESP9469;ESP94;R Esmonin IMT;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5388;6;2004;2013;2016;ESP7433;ESP545;R Pupin des Ecrins au tunnel;40 à 50 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Protection à mettre en place;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5389;6;2004;2013;2014;ESP9776;ESP1418;Av Reynoard 3 Quartiers Musset;50 à 60 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Dégâts trottoir;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille cohabitation;non;N/A;N/A;vigoureux
5390;2;2013;2015;2017;ESP13427;ESP347;Bd Foch pair n 66 ang Jaurès;0 à 10 cm;styraciflua;passages fréquents et arrêts fréquents;Liquidambar;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;0;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle tuteur, attache ou protection;oui;N/A;N/A;vigoureux
5391;6;2004;2013;2017;ESP8042;ESP764;Prc La Bruyère mail central;40 à 50 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5392;6;2004;2014;2014;ESP4701;ESP1125;Alpexpo park;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5393;6;2008;2013;2016;ESP9697;ESP458;Av Reynoard Destinées LBruyère;0 à 10 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5394;6;2004;2013;N/A;ESP20564;ESP562;Av Reynoard Musset LBruyère;20 à 30 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5395;2;2004;2014;2014;ESP28146;ESP1322;Sq St Eynard station taxis ;120 à 130 cm;nigra;passages fréquents ou arrêts;Populus;N/A;N/A;Arbre à abattre dans les 10 ans;de 11 à 20 ans;N/A;Arbre envahi de lierre. Diagnostic partiel. Etant donné l'essence, le stade de développement et la vigueur, il est préconisé d'abattre cet arbre pour favoriser un renouvellement.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Abattage;non;N/A;Italica;vigueur intermédiaire
5396;3;2004;2015;2020;ESP23454;ESP84;Hôtel Lesdiguières;90 à 100 cm;hippocastanum;passages fréquents ou arrêts;Aesculus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;Arbre remarquable par son port;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
5397;4;2004;2015;N/A;ESP14406;ESP244;R R Lesage devant Ec Daudet;20 à 30 cm;frainetto;passages fréquents et arrêts fréquents;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5398;2;2004;2015;2017;ESP24827;ESP1218;Bd J Pain talus Forum ;30 à 40 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Basse;Taille de bois mort;non;N/A;Austriaca;vigoureux
5399;1;2004;2014;2016;ESP32844;ESP31186;R Ernest Hareux zone compost;10 à 20 cm;nigra;quelques passages;Populus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Sans_ID ;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille d'éclaircie;non;N/A;N/A;vigoureux
5400;2;2004;2014;2016;ESP28163;ESP1327;Jard Plantes J à la française;80 à 90 cm;strobus;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;TMA par rapport aux nids de chenilles processionnaires, piège en place.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille de bois mort;non;N/A;N/A;vigoureux
5401;1;2014;2014;2020;ESP32868;ESP1134;R J Rey N Chorrier à Jaurès;10 à 20 cm;americana;passages fréquents ou arrêts;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
5402;3;2004;2014;2016;ESP8256;ESP404;Pc Savane entrée Ronserail Sud;20 à 30 cm;americana;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
5403;5;2004;2015;2016;ESP29750;ESP644;R G Tonnelier ang av Teiseire;10 à 20 cm;papyrifera;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5404;5;2004;2015;N/A;ESP20284;ESP1068;R J Bart impair;10 à 20 cm;petraea;passages fréquents et arrêts fréquents;Quercus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;N/A;non;N/A;Columnaris;vigoureux
5405;3;2004;2014;N/A;ESP15912;ESP900;R Salengro Drevet Ch Pit Nice;30 à 40 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5406;4;2007;2013;N/A;ESP11219;ESP1018;R Jacquard Kenedy à Louvois;30 à 40 cm;japonica;passages fréquents et arrêts fréquents;Sophora;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5407;4;2004;2014;2014;ESP25536;ESP417;Prc Pompidou centre sportif;50 à 60 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Taille de bois mort;non;N/A;Italica;vigueur intermédiaire
5408;3;2004;2013;N/A;ESP6386;ESP178;Sq Drevet ang Salengro Libé;50 à 60 cm;griffiti;passages fréquents ou arrêts;Pinus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;0;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;N/A;non;N/A;N/A;vigoureux
5409;6;2009;2013;2016;ESP10406;ESP763;Av Reynoard Lbruyère a Village;0 à 10 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5410;6;2004;2015;2017;ESP1743;ESP775;R Lorenzaccio pair;10 à 20 cm;calleryana;passages fréquents et arrêts fréquents;Pyrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Fourche basse;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;Chanticleer;vigoureux
5411;6;2014;2014;2020;ESP33614;ESP915;Allée des Romantiques pair;10 à 20 cm;utilis;passages fréquents ou arrêts;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;Controle;oui;N/A;N/A;vigoureux
5412;5;2004;2013;N/A;ESP4881;ESP641;Av J d'Arc Clémenceau Perraut;30 à 40 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5413;4;2004;2014;2014;ESP12622;ESP1382;Prc Pompidou abs aire de jeux ;60 à 70 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Aire de jeux, Suspicion de massaria. Surveillance pathologique;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5414;6;2004;2015;2020;ESP8609;ESP222;R Pupin Esmonin au tunnel bâti;10 à 20 cm;N/A;passages fréquents et arrêts fréquents;Zelkova;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5415;6;2004;2015;N/A;ESP25143;ESP1386;Prc La Bruyère dalle Res;10 à 20 cm;ginnala;passages fréquents ou arrêts;Acer;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
5416;2;2004;2014;2014;ESP18604;ESP817;Jard Hoche P Fugain buttes;10 à 20 cm;excelsior;passages fréquents et arrêts fréquents;Fraxinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigueur intermédiaire
5417;3;2004;2015;2016;ESP8273;ESP405;Ec mat Savane 10 R Ronserail;90 à 100 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir incertain;de 11 à 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;Italica;vigoureux
5418;6;2004;2014;N/A;ESP2423;ESP36;Stade VO pourtour;30 à 40 cm;minor;passages fréquents et arrêts fréquents;Ulmus;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;écoulement;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5419;4;2004;2013;N/A;ESP25368;ESP155;R Déportés Bourget  Stalingrad;40 à 50 cm;nigra;passages fréquents et arrêts fréquents;Pinus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;var.austriaca;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;Moyenne;N/A;non;N/A;N/A;vigoureux
5420;4;2011;2013;N/A;ESP8319;ESP127;R Déportés ang Mallifaud park;N/A;retusus;passages fréquents et arrêts fréquents;Chionanthus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre jeune;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5421;6;2007;2014;N/A;ESP28391;ESP746;R des Chardonnerets;0 à 10 cm;danielli;passages fréquents et arrêts fréquents;Tetradium;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;Tuteur + clisses bambous;ESP151;Arbre de voirie;Arbre jeune;Arbre jeune;N/A;N/A;oui;N/A;N/A;vigoureux
5422;3;2004;2013;2018;ESP12681;ESP116;Crs Libération Beauvert Alliés;0 à 10 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;non;N/A;N/A;vigoureux
5423;5;2004;2015;2017;ESP2227;ESP629;Ec mat du Gand Chatelet n 01;40 à 50 cm;negundo;passages fréquents et arrêts fréquents;Acer;N/A;N/A;N/A;de 11 à 20 ans;N/A;0;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigueur intermédiaire
5424;3;2004;2015;N/A;ESP30840;ESP839;Cité Mistral stab Sud 74;20 à 30 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigoureux
5425;6;2004;2015;2018;ESP16787;ESP1413;Pl Lionel Terray;20 à 30 cm;leylandii;passages fréquents et arrêts fréquents;Cupressocyparis;N/A;N/A;Arbre d'avenir incertain;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5426;2;2004;2014;N/A;ESP25059;ESP359;R A de Chissé;60 à 70 cm;nigra;passages fréquents et arrêts fréquents;Populus;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Taillé (têtes de chat);ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;Italica;vigueur intermédiaire
5427;2;2004;2014;2016;ESP19108;ESP1310;Jard Hoche Ouest stabilisé arb;20 à 30 cm;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Contrainte de bâti, Surveiller la cicatrisation.;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5428;3;2004;2014;2014;ESP21090;ESP153;Pc Savane terrains pétanque ;20 à 30 cm;platanoides;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Protection contre les chocs de boules de pétanque, Casse de branches d'origine climatique;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5429;6;2004;2013;2014;ESP3776;ESP1111;Av Reynoard sép Musset à URSAF;20 à 30 cm;triacanthos;passages fréquents et arrêts fréquents;Gleditsia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;Taille de bois mort;non;N/A;N/A;vigoureux
5430;3;2005;2015;2017;ESP24595;ESP57;Bd Vallier R Danube Libé ;10 à 20 cm;verrucosa;passages fréquents et arrêts fréquents;Betula;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP151;Arbre de voirie;Arbre adulte;Arbre jeune;N/A;Taille formation et mise au gabarit;oui;N/A;N/A;vigoureux
5431;4;2004;2013;2016;ESP2262;ESP56;Sq Lafleur R Général Ferrié;80 à 90 cm;atlantica;passages fréquents et arrêts fréquents;Cedrus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;Haute;Taille d'éclaircie;non;N/A;N/A;vigoureux
5432;4;2004;2013;N/A;ESP7199;ESP1371;R Léo Lagrange ang Gén Ferrié;N/A;pseudoplatanus;passages fréquents et arrêts fréquents;Acer;N/A;N/A;Arbre d'avenir normal;de 11 à 20 ans;N/A;Chicots de bois à retailler proprement;ESP151;Arbre de voirie;Arbre adulte;Arbre adulte;N/A;N/A;oui;N/A;N/A;vigoureux
5433;1;2004;2015;2015;ESP12459;ESP275;Ec Buffon n 01 R Cuvier;80 à 90 cm;tomentosa;passages fréquents et arrêts fréquents;Tilia;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP065;Arbre d'enceintes fermées;Arbre adulte;Arbre adulte;N/A;Controle;non;N/A;N/A;vigoureux
5434;6;2004;2014;N/A;ESP22911;ESP217;Terrain de proximité Prémol;30 à 40 cm;acerifolia;passages fréquents et arrêts fréquents;Platanus;N/A;N/A;Arbre d'avenir normal;plus de 20 ans;N/A;N/A;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre adulte;N/A;N/A;non;N/A;N/A;vigueur intermédiaire
5435;5;2004;2015;2020;ESP9208;ESP625;R M Riollet cité rouge;30 à 40 cm;pseudoacacia;passages fréquents et arrêts fréquents;Robinia;N/A;N/A;Arbre à abattre dans les 10 ans;de 6 à 10 ans;N/A;Phellinus punctatus en couronne;ESP174;Arbre d'espaces ouverts;Arbre adulte;Arbre vieillissant;N/A;Taille de bois mort;non;N/A;N/A;vieillissement dépérissement
